index_symbol,index_label,constituent
^NSEBANK,NIFTY BANK,AUBANK.NS
^NSEBANK,NIFTY BANK,AXISBANK.NS
^NSEBANK,NIFTY BANK,BANKBARODA.NS
^NSEBANK,NIFTY BANK,CANBK.NS
^NSEBANK,NIFTY BANK,FEDERALBNK.NS
^NSEBANK,NIFTY BANK,HDFCBANK.NS
^NSEBANK,NIFTY BANK,ICICIBANK.NS
^NSEBANK,NIFTY BANK,IDFCFIRSTB.NS
^NSEBANK,NIFTY BANK,INDUSINDBK.NS
^NSEBANK,NIFTY BANK,KOTAKBANK.NS
^NSEBANK,NIFTY BANK,PNB.NS
^NSEBANK,NIFTY BANK,SBIN.NS
^NSEBANK,NIFTY BANK,UNIONBANK.NS
^NSEBANK,NIFTY BANK,YESBANK.NS
^NSEI,NIFTY 50,ADANIENT.NS
^NSEI,NIFTY 50,ADANIPORTS.NS
^NSEI,NIFTY 50,APOLLOHOSP.NS
^NSEI,NIFTY 50,ASIANPAINT.NS
^NSEI,NIFTY 50,AXISBANK.NS
^NSEI,NIFTY 50,BAJAJ-AUTO.NS
^NSEI,NIFTY 50,BAJAJFINSV.NS
^NSEI,NIFTY 50,BAJFINANCE.NS
^NSEI,NIFTY 50,BEL.NS
^NSEI,NIFTY 50,BHARTIARTL.NS
^NSEI,NIFTY 50,CIPLA.NS
^NSEI,NIFTY 50,COALINDIA.NS
^NSEI,NIFTY 50,DRREDDY.NS
^NSEI,NIFTY 50,EICHERMOT.NS
^NSEI,NIFTY 50,ETERNAL.NS
^NSEI,NIFTY 50,GRASIM.NS
^NSEI,NIFTY 50,HCLTECH.NS
^NSEI,NIFTY 50,HDFCBANK.NS
^NSEI,NIFTY 50,HDFCLIFE.NS
^NSEI,NIFTY 50,HINDALCO.NS
^NSEI,NIFTY 50,HINDUNILVR.NS
^NSEI,NIFTY 50,ICICIBANK.NS
^NSEI,NIFTY 50,INDIGO.NS
^NSEI,NIFTY 50,INFY.NS
^NSEI,NIFTY 50,ITC.NS
^NSEI,NIFTY 50,JIOFIN.NS
^NSEI,NIFTY 50,JSWSTEEL.NS
^NSEI,NIFTY 50,KOTAKBANK.NS
^NSEI,NIFTY 50,LT.NS
^NSEI,NIFTY 50,M&M.NS
^NSEI,NIFTY 50,MARUTI.NS
^NSEI,NIFTY 50,MAXHEALTH.NS
^NSEI,NIFTY 50,NESTLEIND.NS
^NSEI,NIFTY 50,NTPC.NS
^NSEI,NIFTY 50,ONGC.NS
^NSEI,NIFTY 50,POWERGRID.NS
^NSEI,NIFTY 50,RELIANCE.NS
^NSEI,NIFTY 50,SBILIFE.NS
^NSEI,NIFTY 50,SBIN.NS
^NSEI,NIFTY 50,SHRIRAMFIN.NS
^NSEI,NIFTY 50,SUNPHARMA.NS
^NSEI,NIFTY 50,TATACONSUM.NS
^NSEI,NIFTY 50,TATASTEEL.NS
^NSEI,NIFTY 50,TCS.NS
^NSEI,NIFTY 50,TECHM.NS
^NSEI,NIFTY 50,TITAN.NS
^NSEI,NIFTY 50,TMPV.NS
^NSEI,NIFTY 50,TRENT.NS
^NSEI,NIFTY 50,ULTRACEMCO.NS
^NSEI,NIFTY 50,WIPRO.NS
^NSESMCP100,NIFTY SMALLCAP 100,AADHARHFC.NS
^NSESMCP100,NIFTY SMALLCAP 100,AARTIIND.NS
^NSESMCP100,NIFTY SMALLCAP 100,ABREL.NS
^NSESMCP100,NIFTY SMALLCAP 100,AEGISLOG.NS
^NSESMCP100,NIFTY SMALLCAP 100,AEGISVOPAK.NS
^NSESMCP100,NIFTY SMALLCAP 100,AFCONS.NS
^NSESMCP100,NIFTY SMALLCAP 100,AFFLE.NS
^NSESMCP100,NIFTY SMALLCAP 100,AMBER.NS
^NSESMCP100,NIFTY SMALLCAP 100,ANANDRATHI.NS
^NSESMCP100,NIFTY SMALLCAP 100,ANANTRAJ.NS
^NSESMCP100,NIFTY SMALLCAP 100,ANGELONE.NS
^NSESMCP100,NIFTY SMALLCAP 100,APTUS.NS
^NSESMCP100,NIFTY SMALLCAP 100,ARE&M.NS
^NSESMCP100,NIFTY SMALLCAP 100,ASTERDM.NS
^NSESMCP100,NIFTY SMALLCAP 100,ATUL.NS
^NSESMCP100,NIFTY SMALLCAP 100,BANDHANBNK.NS
^NSESMCP100,NIFTY SMALLCAP 100,BEML.NS
^NSESMCP100,NIFTY SMALLCAP 100,BLS.NS
^NSESMCP100,NIFTY SMALLCAP 100,BRIGADE.NS
^NSESMCP100,NIFTY SMALLCAP 100,CAMS.NS
^NSESMCP100,NIFTY SMALLCAP 100,CASTROLIND.NS
^NSESMCP100,NIFTY SMALLCAP 100,CDSL.NS
^NSESMCP100,NIFTY SMALLCAP 100,CESC.NS
^NSESMCP100,NIFTY SMALLCAP 100,CGCL.NS
^NSESMCP100,NIFTY SMALLCAP 100,CHAMBLFERT.NS
^NSESMCP100,NIFTY SMALLCAP 100,CHOLAHLDNG.NS
^NSESMCP100,NIFTY SMALLCAP 100,CREDITACC.NS
^NSESMCP100,NIFTY SMALLCAP 100,CROMPTON.NS
^NSESMCP100,NIFTY SMALLCAP 100,CYIENT.NS
^NSESMCP100,NIFTY SMALLCAP 100,DATAPATTNS.NS
^NSESMCP100,NIFTY SMALLCAP 100,DEEPAKFERT.NS
^NSESMCP100,NIFTY SMALLCAP 100,DELHIVERY.NS
^NSESMCP100,NIFTY SMALLCAP 100,DEVYANI.NS
^NSESMCP100,NIFTY SMALLCAP 100,FIRSTCRY.NS
^NSESMCP100,NIFTY SMALLCAP 100,FIVESTAR.NS
^NSESMCP100,NIFTY SMALLCAP 100,FSL.NS
^NSESMCP100,NIFTY SMALLCAP 100,GESHIP.NS
^NSESMCP100,NIFTY SMALLCAP 100,GILLETTE.NS
^NSESMCP100,NIFTY SMALLCAP 100,GLAND.NS
^NSESMCP100,NIFTY SMALLCAP 100,GODIGIT.NS
^NSESMCP100,NIFTY SMALLCAP 100,GRSE.NS
^NSESMCP100,NIFTY SMALLCAP 100,HBLENGINE.NS
^NSESMCP100,NIFTY SMALLCAP 100,HINDCOPPER.NS
^NSESMCP100,NIFTY SMALLCAP 100,HSCL.NS
^NSESMCP100,NIFTY SMALLCAP 100,IEX.NS
^NSESMCP100,NIFTY SMALLCAP 100,IFCI.NS
^NSESMCP100,NIFTY SMALLCAP 100,IGIL.NS
^NSESMCP100,NIFTY SMALLCAP 100,IIFL.NS
^NSESMCP100,NIFTY SMALLCAP 100,IKS.NS
^NSESMCP100,NIFTY SMALLCAP 100,INOXWIND.NS
^NSESMCP100,NIFTY SMALLCAP 100,IRCON.NS
^NSESMCP100,NIFTY SMALLCAP 100,JBCHEPHARM.NS
^NSESMCP100,NIFTY SMALLCAP 100,JBMA.NS
^NSESMCP100,NIFTY SMALLCAP 100,JINDALSAW.NS
^NSESMCP100,NIFTY SMALLCAP 100,JWL.NS
^NSESMCP100,NIFTY SMALLCAP 100,JYOTICNC.NS
^NSESMCP100,NIFTY SMALLCAP 100,KAJARIACER.NS
^NSESMCP100,NIFTY SMALLCAP 100,KARURVYSYA.NS
^NSESMCP100,NIFTY SMALLCAP 100,KAYNES.NS
^NSESMCP100,NIFTY SMALLCAP 100,KEC.NS
^NSESMCP100,NIFTY SMALLCAP 100,KFINTECH.NS
^NSESMCP100,NIFTY SMALLCAP 100,KPIL.NS
^NSESMCP100,NIFTY SMALLCAP 100,LALPATHLAB.NS
^NSESMCP100,NIFTY SMALLCAP 100,LAURUSLABS.NS
^NSESMCP100,NIFTY SMALLCAP 100,MANAPPURAM.NS
^NSESMCP100,NIFTY SMALLCAP 100,MCX.NS
^NSESMCP100,NIFTY SMALLCAP 100,MGL.NS
^NSESMCP100,NIFTY SMALLCAP 100,MRPL.NS
^NSESMCP100,NIFTY SMALLCAP 100,NATCOPHARM.NS
^NSESMCP100,NIFTY SMALLCAP 100,NAVINFLUOR.NS
^NSESMCP100,NIFTY SMALLCAP 100,NBCC.NS
^NSESMCP100,NIFTY SMALLCAP 100,NCC.NS
^NSESMCP100,NIFTY SMALLCAP 100,NEULANDLAB.NS
^NSESMCP100,NIFTY SMALLCAP 100,NEWGEN.NS
^NSESMCP100,NIFTY SMALLCAP 100,NH.NS
^NSESMCP100,NIFTY SMALLCAP 100,NUVAMA.NS
^NSESMCP100,NIFTY SMALLCAP 100,OLAELEC.NS
^NSESMCP100,NIFTY SMALLCAP 100,PCBL.NS
^NSESMCP100,NIFTY SMALLCAP 100,PGEL.NS
^NSESMCP100,NIFTY SMALLCAP 100,PNBHOUSING.NS
^NSESMCP100,NIFTY SMALLCAP 100,POONAWALLA.NS
^NSESMCP100,NIFTY SMALLCAP 100,PPLPHARMA.NS
^NSESMCP100,NIFTY SMALLCAP 100,RADICO.NS
^NSESMCP100,NIFTY SMALLCAP 100,RAMCOCEM.NS
^NSESMCP100,NIFTY SMALLCAP 100,REDINGTON.NS
^NSESMCP100,NIFTY SMALLCAP 100,RPOWER.NS
^NSESMCP100,NIFTY SMALLCAP 100,SAGILITY.NS
^NSESMCP100,NIFTY SMALLCAP 100,SHYAMMETL.NS
^NSESMCP100,NIFTY SMALLCAP 100,SIGNATURE.NS
^NSESMCP100,NIFTY SMALLCAP 100,STARHEALTH.NS
^NSESMCP100,NIFTY SMALLCAP 100,SWANCORP.NS
^NSESMCP100,NIFTY SMALLCAP 100,TATACHEM.NS
^NSESMCP100,NIFTY SMALLCAP 100,TEJASNET.NS
^NSESMCP100,NIFTY SMALLCAP 100,TRIDENT.NS
^NSESMCP100,NIFTY SMALLCAP 100,TRITURBINE.NS
^NSESMCP100,NIFTY SMALLCAP 100,WELCORP.NS
^NSESMCP100,NIFTY SMALLCAP 100,WHIRLPOOL.NS
^NSESMCP100,NIFTY SMALLCAP 100,WOCKPHARMA.NS
^NSESMCP100,NIFTY SMALLCAP 100,ZENSARTECH.NS
^NSESMCP100,NIFTY SMALLCAP 100,ZENTEC.NS
